Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchases_Per_Year,Estimated_Purchase_Interval_Days,Estimated_Annual_Spend,Estimated_CLV_3Y,Age_Group,Customer Segment,Value Segment
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly,26,14,1092,5372.64,26-35,Habitual Budget Buyers,High
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,No,37,Venmo,Every 3 Months,4,90,128,668.16,36-50,Low Engagement,Low
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly,26,14,2548,9019.92,36-50,Premium Loyalists,Very High
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,26,14,2314,7775.040000000001,26-35,Premium Loyalists,Very High
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,No,36,Venmo,Quarterly,4,90,388,2002.08,18-25,Big-Ticket Occasionals,Moderate
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually,1,365,49,149.94,36-50,Low Engagement,Low
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly,26,14,1300,7644.0,51-70,Habitual Budget Buyers,Very High
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly,4,90,364,2052.96,18-25,Big-Ticket Occasionals,Moderate
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,No,9,PayPal,Bi-Weekly,26,14,2418,8559.72,18-25,Premium Loyalists,Very High
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually,1,365,98,482.16,18-25,Big-Ticket Occasionals,Low
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly,12,30,984,3778.56,36-50,Premium Loyalists,High
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly,4,90,148,825.8399999999999,36-50,Low Engagement,Low
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly,26,14,1638,8058.960000000001,18-25,Premium Loyalists,Very High
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly,26,14,2574,11737.44,36-50,Premium Loyalists,Very High
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly,12,30,444,1385.28,26-35,Habitual Budget Buyers,Moderate
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months,4,90,136,538.5600000000001,36-50,Low Engagement,Low
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months,4,90,128,768.0,36-50,Low Engagement,Low
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months,4,90,92,309.12,51-70,Low Engagement,Low
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually,1,365,78,327.59999999999997,36-50,Big-Ticket Occasionals,Low
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly,52,7,2808,9940.32,36-50,Habitual Budget Buyers,Very High
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,No,47,Credit Card,Bi-Weekly,26,14,2444,14224.08,36-50,Premium Loyalists,Very High
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually,1,365,75,373.50000000000006,36-50,Big-Ticket Occasionals,Low
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly,26,14,1794,10333.44,26-35,Premium Loyalists,Very High
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly,12,30,420,1486.8,36-50,Habitual Budget Buyers,Moderate
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,No,8,PayPal,Monthly,12,30,936,3257.2799999999997,26-35,Premium Loyalists,High
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly,4,90,116,682.08,51-70,Low Engagement,Low
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly,12,30,744,2321.28,51-70,Premium Loyalists,Moderate
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly,52,7,3016,14657.76,18-25,Habitual Budget Buyers,Very High
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly,12,30,1056,5702.400000000001,26-35,Premium Loyalists,High
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly,12,30,960,4896.0,51-70,Premium Loyalists,High
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly,12,30,564,3045.6,36-50,Habitual Budget Buyers,High
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months,4,90,204,942.48,51-70,Low Engagement,Moderate
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually,1,365,25,90.0,36-50,Low Engagement,Low
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly,52,7,1872,8199.36,36-50,Habitual Budget Buyers,Very High
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,4,90,316,1554.72,51-70,Big-Ticket Occasionals,Moderate
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly,12,30,492,1653.1200000000001,18-25,Habitual Budget Buyers,Moderate
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly,52,7,3536,16336.32,36-50,Premium Loyalists,Very High
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly,26,14,1326,5967.0,36-50,Habitual Budget Buyers,High
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually,1,365,38,139.07999999999998,51-70,Low Engagement,Low
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly,12,30,552,2417.7599999999998,26-35,Habitual Budget Buyers,Moderate
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly,4,90,80,451.2,36-50,Low Engagement,Low
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly,26,14,650,3315.0,26-35,Habitual Budget Buyers,High
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months,4,90,356,2029.1999999999998,36-50,Big-Ticket Occasionals,Moderate
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly,4,90,308,1330.56,51-70,Big-Ticket Occasionals,Moderate
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly,4,90,376,1534.08,51-70,Big-Ticket Occasionals,Moderate
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly,52,7,5200,21840.0,36-50,Premium Loyalists,Very High
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly,26,14,2496,11681.28,18-25,Premium Loyalists,Very High
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,No,15,Venmo,Bi-Weekly,26,14,936,3650.4,36-50,Habitual Budget Buyers,High
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly,26,14,702,3875.0399999999995,26-35,Habitual Budget Buyers,High
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly,4,90,268,1125.6,51-70,Big-Ticket Occasionals,Moderate
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly,26,14,2366,9369.36,26-35,Premium Loyalists,Very High
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually,1,365,62,360.84,18-25,Big-Ticket Occasionals,Low
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,No,34,Credit Card,Annually,1,365,88,443.52000000000004,18-25,Big-Ticket Occasionals,Low
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly,52,7,3432,16473.600000000002,26-35,Premium Loyalists,Very High
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly,4,90,260,858.0000000000001,26-35,Big-Ticket Occasionals,Moderate
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly,4,90,100,528.0,18-25,Low Engagement,Low
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually,1,365,64,261.12,36-50,Big-Ticket Occasionals,Low
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually,1,365,72,336.96000000000004,18-25,Big-Ticket Occasionals,Low
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly,26,14,1924,10620.48,36-50,Premium Loyalists,Very High
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly,52,7,2600,8580.0,51-70,Habitual Budget Buyers,Very High
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly,12,30,1164,6984.0,51-70,Premium Loyalists,High
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly,26,14,936,4661.280000000001,51-70,Habitual Budget Buyers,High
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly,52,7,2548,7796.88,26-35,Habitual Budget Buyers,Very High
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly,26,14,1664,6389.76,51-70,Premium Loyalists,High
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly,12,30,372,2187.36,36-50,Habitual Budget Buyers,Moderate
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26,Cash,Weekly,52,7,3432,15649.92,26-35,Premium Loyalists,Very High
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually,1,365,82,462.47999999999996,36-50,Big-Ticket Occasionals,Low
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly,26,14,2288,9335.039999999999,18-25,Premium Loyalists,Very High
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months,4,90,136,660.96,36-50,Low Engagement,Low
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly,52,7,4368,17821.44,36-50,Premium Loyalists,Very High
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months,4,90,384,2096.64,36-50,Big-Ticket Occasionals,Moderate
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months,4,90,284,1158.7199999999998,51-70,Big-Ticket Occasionals,Moderate
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly,26,14,2002,6366.360000000001,18-25,Premium Loyalists,High
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly,26,14,1716,5662.8,18-25,Premium Loyalists,High
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,1,365,21,79.38,51-70,Low Engagement,Low
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually,1,365,37,159.84,26-35,Low Engagement,Low
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly,26,14,2340,13338.0,36-50,Premium Loyalists,Very High
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months,4,90,384,2050.56,36-50,Big-Ticket Occasionals,Moderate
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually,1,365,37,150.95999999999998,26-35,Low Engagement,Low
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,26,14,1716,7104.24,51-70,Premium Loyalists,High
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly,52,7,2340,11091.6,36-50,Habitual Budget Buyers,Very High
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly,52,7,4628,19159.92,36-50,Premium Loyalists,Very High
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly,12,30,1128,4872.96,26-35,Premium Loyalists,High
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually,1,365,96,408.96,36-50,Big-Ticket Occasionals,Low
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly,12,30,372,1607.04,51-70,Habitual Budget Buyers,Moderate
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months,4,90,316,1782.24,18-25,Big-Ticket Occasionals,Moderate
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly,4,90,156,861.1199999999999,36-50,Low Engagement,Moderate
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,No,33,Credit Card,Quarterly,4,90,88,438.24,26-35,Low Engagement,Low
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually,1,365,32,107.52000000000001,36-50,Low Engagement,Low
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months,4,90,284,1601.76,18-25,Big-Ticket Occasionals,Moderate
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually,1,365,96,426.24,51-70,Big-Ticket Occasionals,Low
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly,4,90,328,1298.88,36-50,Big-Ticket Occasionals,Moderate
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly,26,14,1976,7350.72,51-70,Premium Loyalists,Very High
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly,12,30,264,1584.0,51-70,Habitual Budget Buyers,Moderate
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly,4,90,160,883.1999999999999,36-50,Low Engagement,Moderate
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly,12,30,1104,6624.0,51-70,Premium Loyalists,High
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly,4,90,376,1353.6,36-50,Big-Ticket Occasionals,Moderate
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly,52,7,2288,11256.960000000001,18-25,Habitual Budget Buyers,Very High
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly,52,7,2548,13300.56,26-35,Habitual Budget Buyers,Very High
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly,12,30,312,1216.8,51-70,Habitual Budget Buyers,Moderate
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually,1,365,38,175.56,36-50,Low Engagement,Low
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly,52,7,3744,12804.480000000001,26-35,Premium Loyalists,Very High
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly,4,90,396,2352.24,26-35,Big-Ticket Occasionals,Moderate
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,No,44,PayPal,Monthly,12,30,456,2571.8399999999997,26-35,Habitual Budget Buyers,High
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly,26,14,2496,9434.88,51-70,Premium Loyalists,Very High
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly,26,14,702,3706.56,51-70,Habitual Budget Buyers,High
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly,52,7,1248,4492.8,26-35,Habitual Budget Buyers,High
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly,52,7,4264,19188.0,26-35,Premium Loyalists,Very High
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly,4,90,224,913.92,18-25,Low Engagement,Moderate
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months,4,90,100,336.00000000000006,51-70,Low Engagement,Low
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly,4,90,268,1366.8,51-70,Big-Ticket Occasionals,Moderate
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly,26,14,546,2653.5600000000004,18-25,Habitual Budget Buyers,High
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,No,41,Bank Transfer,Annually,1,365,27,147.42,26-35,Low Engagement,Low
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually,1,365,97,337.56,18-25,Big-Ticket Occasionals,Low
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly,26,14,1170,5896.8,36-50,Habitual Budget Buyers,High
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually,1,365,63,264.59999999999997,26-35,Big-Ticket Occasionals,Low
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months,4,90,400,2112.0,26-35,Big-Ticket Occasionals,Moderate
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly,4,90,152,775.1999999999999,51-70,Low Engagement,Low
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,No,6,Debit Card,Annually,1,365,45,151.20000000000002,51-70,Low Engagement,Low
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly,52,7,4732,28392.0,26-35,Premium Loyalists,Very High
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly,52,7,4264,24816.48,51-70,Premium Loyalists,Very High
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly,4,90,192,840.96,36-50,Low Engagement,Low
2292,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,No,13,Credit Card,Quarterly,4,90,120,453.6,26-35,Low Engagement,Low
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly,12,30,408,1982.88,36-50,Habitual Budget Buyers,Moderate
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months,4,90,272,1077.1200000000001,36-50,Big-Ticket Occasionals,Moderate
2295,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,No,Express,No,No,40,Debit Card,Annually,1,365,95,513.0,51-70,Big-Ticket Occasionals,Low
2296,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly,4,90,88,501.59999999999997,36-50,Low Engagement,Low
2297,46,Male,Gloves,Accessories,88,Washington,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months,4,90,352,2112.0,36-50,Big-Ticket Occasionals,Moderate
2298,60,Male,Socks,Clothing,83,California,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly,4,90,332,1015.9200000000001,51-70,Big-Ticket Occasionals,Moderate
2299,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months,4,90,348,1252.8,36-50,Big-Ticket Occasionals,Moderate
2300,64,Male,Coat,Outerwear,57,Idaho,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months,4,90,228,1340.6399999999999,51-70,Low Engagement,Moderate
2301,18,Male,Coat,Outerwear,88,Pennsylvania,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly,12,30,1056,5575.68,18-25,Premium Loyalists,High
2302,37,Male,Pants,Clothing,20,Maine,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually,1,365,20,85.19999999999999,36-50,Low Engagement,Low
2303,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly,12,30,468,2471.04,36-50,Habitual Budget Buyers,Moderate
2304,51,Male,Sunglasses,Accessories,71,New Jersey,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly,26,14,1846,8971.560000000001,51-70,Premium Loyalists,Very High
2305,26,Male,Hoodie,Clothing,73,Louisiana,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly,26,14,1898,6718.92,26-35,Premium Loyalists,High
2306,68,Male,Handbag,Accessories,63,Maine,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly,52,7,3276,19066.32,51-70,Premium Loyalists,Very High
2307,27,Male,Gloves,Accessories,78,Florida,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly,26,14,2028,7057.44,26-35,Premium Loyalists,High
2308,28,Male,Skirt,Clothing,96,Missouri,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually,1,365,96,460.8,26-35,Big-Ticket Occasionals,Low
2309,49,Male,Sunglasses,Accessories,81,North Dakota,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly,4,90,324,1399.6799999999998,36-50,Big-Ticket Occasionals,Moderate
2310,70,Male,Dress,Clothing,95,Connecticut,S,Gold,Fall,5.0,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly,4,90,380,1208.4,51-70,Big-Ticket Occasionals,Moderate
2311,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly,12,30,816,3182.4,26-35,Premium Loyalists,High
2312,27,Male,Sneakers,Footwear,28,Montana,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months,4,90,112,403.2,26-35,Low Engagement,Low
2313,19,Male,T-shirt,Clothing,30,Vermont,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months,4,90,120,496.79999999999995,18-25,Low Engagement,Low
